"tick","uncolonized_count","colonized_count","infection_count","total_count"
923.1,42612,1345,21,43978
924.1,42612,1344,22,43978
925.1,42612,1343,23,43978
926.1,42613,1343,22,43978
927.1,42613,1343,22,43978
928.1,42616,1342,20,43978
929.1,42618,1340,20,43978
930.1,42619,1340,19,43978
931.1,42620,1340,18,43978
932.1,42619,1340,19,43978
933.1,42621,1340,17,43978
934.1,42621,1340,17,43978
935.1,42620,1341,17,43978
936.1,42619,1342,17,43978
937.1,42619,1342,17,43978
938.1,42619,1341,18,43978
939.1,42619,1340,19,43978
940.1,42620,1340,18,43978
941.1,42620,1341,17,43978
942.1,42620,1340,18,43978
943.1,42619,1341,18,43978
944.1,42618,1341,19,43978
945.1,42618,1341,19,43978
946.1,42620,1340,18,43978
947.1,42620,1339,19,43978
948.1,42620,1339,19,43978
949.1,42619,1342,17,43978
950.1,42617,1343,18,43978
951.1,42617,1342,19,43978
952.1,42617,1342,19,43978
953.1,42616,1342,20,43978
954.1,42615,1343,20,43978
955.1,42614,1344,20,43978
956.1,42614,1343,21,43978
957.1,42613,1343,22,43978
958.1,42613,1342,23,43978
959.1,42612,1343,23,43978
960.1,42614,1343,21,43978
961.1,42614,1343,21,43978
962.1,42613,1344,21,43978
963.1,42612,1346,20,43978
964.1,42612,1347,19,43978
965.1,42610,1348,20,43978
966.1,42612,1348,18,43978
967.1,42613,1347,18,43978
968.1,42613,1347,18,43978
969.1,42613,1347,18,43978
970.1,42612,1349,17,43978
971.1,42612,1350,16,43978
972.1,42612,1349,17,43978
973.1,42611,1350,17,43978
974.1,42612,1350,16,43978
975.1,42612,1350,16,43978
976.1,42612,1349,17,43978
977.1,42612,1349,17,43978
978.1,42612,1349,17,43978
979.1,42611,1350,17,43978
980.1,42610,1349,19,43978
981.1,42611,1348,19,43978
982.1,42611,1348,19,43978
983.1,42611,1348,19,43978
984.1,42612,1348,18,43978
985.1,42612,1348,18,43978
986.1,42612,1349,17,43978
987.1,42612,1349,17,43978
988.1,42613,1348,17,43978
989.1,42613,1348,17,43978
990.1,42614,1348,16,43978
991.1,42615,1348,15,43978
992.1,42616,1348,14,43978
993.1,42618,1347,13,43978
994.1,42619,1347,12,43978
995.1,42619,1347,12,43978
996.1,42619,1346,13,43978
997.1,42620,1345,13,43978
998.1,42618,1347,13,43978
999.1,42618,1347,13,43978
1000.1,42618,1345,15,43978
1001.1,42618,1345,15,43978
1002.1,42618,1344,16,43978
1003.1,42618,1344,16,43978
1004.1,42618,1344,16,43978
1005.1,42619,1343,16,43978
1006.1,42619,1342,17,43978
1007.1,42617,1342,19,43978
1008.1,42617,1341,20,43978
1009.1,42619,1341,18,43978
1010.1,42620,1340,18,43978
1011.1,42619,1341,18,43978
1012.1,42616,1344,18,43978
1013.1,42615,1345,18,43978
1014.1,42615,1346,17,43978
1015.1,42615,1346,17,43978
1016.1,42615,1346,17,43978
1017.1,42616,1345,17,43978
1018.1,42616,1344,18,43978
1019.1,42616,1344,18,43978
1020.1,42616,1344,18,43978
1021.1,42616,1344,18,43978
1022.1,42615,1345,18,43978
1023.1,42614,1346,18,43978
1024.1,42614,1346,18,43978
1025.1,42613,1347,18,43978
1026.1,42613,1347,18,43978
1027.1,42615,1344,19,43978
1028.1,42614,1345,19,43978
1029.1,42614,1345,19,43978
1030.1,42614,1345,19,43978
1031.1,42613,1346,19,43978
1032.1,42612,1347,19,43978
1033.1,42612,1347,19,43978
1034.1,42611,1348,19,43978
1035.1,42611,1349,18,43978
1036.1,42614,1348,16,43978
1037.1,42614,1348,16,43978
1038.1,42614,1349,15,43978
1039.1,42613,1350,15,43978
1040.1,42613,1350,15,43978
1041.1,42613,1349,16,43978
1042.1,42613,1348,17,43978
1043.1,42614,1348,16,43978
1044.1,42614,1349,15,43978
1045.1,42615,1349,14,43978
1046.1,42612,1351,15,43978
1047.1,42614,1350,14,43978
1048.1,42614,1349,15,43978
1049.1,42615,1347,16,43978
1050.1,42615,1347,16,43978
1051.1,42615,1347,16,43978
1052.1,42615,1346,17,43978
1053.1,42614,1347,17,43978
1054.1,42614,1347,17,43978
1055.1,42614,1347,17,43978
1056.1,42614,1347,17,43978
1057.1,42614,1347,17,43978
1058.1,42614,1348,16,43978
1059.1,42614,1348,16,43978
1060.1,42612,1351,15,43978
1061.1,42614,1351,13,43978
1062.1,42614,1352,12,43978
1063.1,42614,1352,12,43978
1064.1,42615,1352,11,43978
1065.1,42615,1350,13,43978
1066.1,42614,1349,15,43978
1067.1,42614,1350,14,43978
1068.1,42613,1351,14,43978
1069.1,42613,1351,14,43978
1070.1,42612,1351,15,43978
1071.1,42612,1351,15,43978
1072.1,42612,1351,15,43978
1073.1,42612,1349,17,43978
1074.1,42612,1348,18,43978
1075.1,42612,1348,18,43978
1076.1,42613,1347,18,43978
1077.1,42612,1347,19,43978
1078.1,42612,1347,19,43978
1079.1,42612,1347,19,43978
1080.1,42613,1346,19,43978
1081.1,42613,1346,19,43978
1082.1,42613,1348,17,43978
1083.1,42613,1348,17,43978
1084.1,42613,1346,19,43978
1085.1,42614,1345,19,43978
1086.1,42613,1345,20,43978
1087.1,42613,1346,19,43978
1088.1,42614,1344,20,43978
1089.1,42616,1343,19,43978
1090.1,42616,1343,19,43978
1091.1,42615,1345,18,43978
1092.1,42617,1345,16,43978
1093.1,42616,1345,17,43978
1094.1,42615,1345,18,43978
1095.1,42615,1345,18,43978
1096.1,42615,1345,18,43978
1097.1,42616,1344,18,43978
1098.1,42619,1344,15,43978
1099.1,42620,1343,15,43978
1100.1,42620,1344,14,43978
1101.1,42621,1344,13,43978
1102.1,42622,1344,12,43978
1103.1,42620,1347,11,43978
1104.1,42621,1346,11,43978
1105.1,42622,1346,10,43978
1106.1,42622,1346,10,43978
1107.1,42622,1346,10,43978
1108.1,42621,1346,11,43978
1109.1,42621,1346,11,43978
1110.1,42622,1345,11,43978
1111.1,42622,1345,11,43978
1112.1,42622,1345,11,43978
1113.1,42621,1346,11,43978
1114.1,42622,1346,10,43978
1115.1,42624,1344,10,43978
1116.1,42624,1344,10,43978
1117.1,42624,1344,10,43978
1118.1,42623,1343,12,43978
1119.1,42623,1343,12,43978
1120.1,42623,1343,12,43978
1121.1,42623,1343,12,43978
1122.1,42623,1344,11,43978
1123.1,42623,1344,11,43978
1124.1,42622,1345,11,43978
1125.1,42622,1345,11,43978
1126.1,42622,1345,11,43978
1127.1,42623,1345,10,43978
1128.1,42622,1344,12,43978
1129.1,42622,1344,12,43978
1130.1,42621,1345,12,43978
1131.1,42621,1345,12,43978
1132.1,42622,1345,11,43978
1133.1,42622,1345,11,43978
1134.1,42623,1343,12,43978
1135.1,42623,1342,13,43978
1136.1,42623,1342,13,43978
1137.1,42622,1343,13,43978
1138.1,42622,1344,12,43978
1139.1,42620,1346,12,43978
1140.1,42620,1346,12,43978
1141.1,42620,1346,12,43978
1142.1,42621,1344,13,43978
1143.1,42621,1343,14,43978
1144.1,42621,1342,15,43978
1145.1,42620,1343,15,43978
1146.1,42620,1343,15,43978
1147.1,42620,1343,15,43978
1148.1,42619,1344,15,43978
1149.1,42619,1343,16,43978
1150.1,42619,1343,16,43978
1151.1,42619,1342,17,43978
1152.1,42618,1343,17,43978
1153.1,42617,1344,17,43978
1154.1,42618,1343,17,43978
1155.1,42618,1341,19,43978
1156.1,42618,1341,19,43978
1157.1,42618,1342,18,43978
1158.1,42618,1341,19,43978
1159.1,42621,1340,17,43978
1160.1,42621,1340,17,43978
1161.1,42621,1342,15,43978
1162.1,42621,1342,15,43978
1163.1,42621,1341,16,43978
1164.1,42621,1341,16,43978
1165.1,42621,1340,17,43978
1166.1,42622,1340,16,43978
1167.1,42622,1339,17,43978
1168.1,42621,1340,17,43978
1169.1,42622,1339,17,43978
1170.1,42622,1339,17,43978
1171.1,42625,1337,16,43978
1172.1,42625,1337,16,43978
1173.1,42625,1338,15,43978
1174.1,42626,1338,14,43978
1175.1,42628,1338,12,43978
1176.1,42628,1338,12,43978
1177.1,42628,1338,12,43978
1178.1,42627,1338,13,43978
1179.1,42627,1338,13,43978
1180.1,42627,1337,14,43978
1181.1,42627,1335,16,43978
1182.1,42628,1334,16,43978
1183.1,42628,1333,17,43978
1184.1,42628,1333,17,43978
1185.1,42627,1334,17,43978
1186.1,42627,1333,18,43978
1187.1,42627,1333,18,43978
1188.1,42626,1334,18,43978
1189.1,42626,1334,18,43978
1190.1,42626,1334,18,43978
1191.1,42628,1333,17,43978
1192.1,42628,1333,17,43978
1193.1,42628,1333,17,43978
1194.1,42627,1333,18,43978
1195.1,42628,1332,18,43978
1196.1,42628,1331,19,43978
1197.1,42627,1333,18,43978
1198.1,42627,1333,18,43978
1199.1,42626,1334,18,43978
1200.1,42626,1334,18,43978
1201.1,42624,1336,18,43978
1202.1,42624,1336,18,43978
1203.1,42623,1337,18,43978
1204.1,42624,1335,19,43978
1205.1,42621,1338,19,43978
1206.1,42621,1337,20,43978
1207.1,42621,1337,20,43978
1208.1,42620,1338,20,43978
1209.1,42619,1339,20,43978
1210.1,42619,1339,20,43978
1211.1,42619,1339,20,43978
1212.1,42619,1339,20,43978
1213.1,42619,1339,20,43978
1214.1,42619,1339,20,43978
1215.1,42619,1339,20,43978
1216.1,42619,1339,20,43978
1217.1,42620,1339,19,43978
1218.1,42621,1339,18,43978
1219.1,42621,1337,20,43978
1220.1,42624,1334,20,43978
1221.1,42624,1334,20,43978
1222.1,42624,1332,22,43978
1223.1,42624,1330,24,43978
1224.1,42624,1330,24,43978
1225.1,42624,1330,24,43978
1226.1,42624,1330,24,43978
1227.1,42624,1329,25,43978
1228.1,42626,1329,23,43978
1229.1,42624,1330,24,43978
1230.1,42622,1333,23,43978
1231.1,42623,1332,23,43978
1232.1,42623,1334,21,43978
1233.1,42623,1333,22,43978
1234.1,42623,1333,22,43978
1235.1,42625,1331,22,43978
1236.1,42627,1331,20,43978
1237.1,42626,1331,21,43978
1238.1,42626,1330,22,43978
1239.1,42625,1331,22,43978
1240.1,42625,1331,22,43978
1241.1,42625,1330,23,43978
1242.1,42624,1331,23,43978
1243.1,42626,1330,22,43978
1244.1,42626,1330,22,43978
1245.1,42624,1332,22,43978
1246.1,42625,1332,21,43978
1247.1,42627,1332,19,43978
1248.1,42626,1333,19,43978
1249.1,42625,1333,20,43978
1250.1,42624,1334,20,43978
1251.1,42625,1334,19,43978
1252.1,42625,1334,19,43978
1253.1,42623,1336,19,43978
1254.1,42623,1336,19,43978
1255.1,42623,1337,18,43978
1256.1,42623,1336,19,43978
1257.1,42622,1337,19,43978
1258.1,42621,1338,19,43978
1259.1,42620,1340,18,43978
1260.1,42620,1340,18,43978
1261.1,42619,1341,18,43978
1262.1,42618,1342,18,43978
1263.1,42620,1342,16,43978
1264.1,42620,1342,16,43978
1265.1,42620,1342,16,43978
1266.1,42620,1342,16,43978
1267.1,42619,1343,16,43978
1268.1,42621,1343,14,43978
1269.1,42621,1343,14,43978
1270.1,42622,1343,13,43978
1271.1,42623,1343,12,43978
1272.1,42623,1343,12,43978
1273.1,42624,1343,11,43978
1274.1,42624,1345,9,43978
1275.1,42624,1345,9,43978
1276.1,42622,1347,9,43978
1277.1,42620,1349,9,43978
1278.1,42621,1349,8,43978
1279.1,42620,1350,8,43978
1280.1,42620,1350,8,43978
1281.1,42619,1350,9,43978
1282.1,42619,1350,9,43978
1283.1,42618,1351,9,43978
1284.1,42618,1351,9,43978
1285.1,42617,1352,9,43978
1286.1,42616,1353,9,43978
1287.1,42616,1353,9,43978
1288.1,42617,1353,8,43978
1289.1,42617,1353,8,43978
1290.1,42617,1353,8,43978
1291.1,42617,1353,8,43978
1292.1,42617,1353,8,43978
1293.1,42617,1353,8,43978
1294.1,42617,1353,8,43978
1295.1,42617,1353,8,43978
1296.1,42617,1353,8,43978
1297.1,42617,1353,8,43978
1298.1,42618,1352,8,43978
1299.1,42617,1353,8,43978
1300.1,42617,1352,9,43978
1301.1,42617,1352,9,43978
1302.1,42616,1352,10,43978
1303.1,42616,1352,10,43978
1304.1,42617,1351,10,43978
1305.1,42616,1351,11,43978
1306.1,42616,1351,11,43978
1307.1,42616,1351,11,43978
1308.1,42617,1350,11,43978
1309.1,42617,1350,11,43978
1310.1,42617,1350,11,43978
1311.1,42617,1350,11,43978
1312.1,42618,1350,10,43978
1313.1,42617,1352,9,43978
1314.1,42617,1352,9,43978
1315.1,42617,1352,9,43978
1316.1,42618,1352,8,43978
1317.1,42618,1351,9,43978
1318.1,42619,1350,9,43978
1319.1,42619,1350,9,43978
1320.1,42622,1349,7,43978
1321.1,42622,1349,7,43978
1322.1,42622,1349,7,43978
1323.1,42622,1349,7,43978
1324.1,42622,1349,7,43978
1325.1,42623,1348,7,43978
1326.1,42623,1348,7,43978
1327.1,42623,1348,7,43978
1328.1,42623,1348,7,43978
1329.1,42622,1349,7,43978
1330.1,42622,1349,7,43978
1331.1,42622,1350,6,43978
1332.1,42622,1349,7,43978
1333.1,42622,1349,7,43978
1334.1,42622,1348,8,43978
1335.1,42623,1348,7,43978
1336.1,42623,1348,7,43978
1337.1,42624,1348,6,43978
1338.1,42624,1348,6,43978
1339.1,42624,1348,6,43978
1340.1,42624,1348,6,43978
1341.1,42624,1347,7,43978
1342.1,42624,1347,7,43978
1343.1,42624,1347,7,43978
1344.1,42624,1347,7,43978
1345.1,42623,1349,6,43978
1346.1,42623,1349,6,43978
1347.1,42623,1348,7,43978
1348.1,42623,1348,7,43978
1349.1,42623,1348,7,43978
1350.1,42622,1349,7,43978
1351.1,42622,1349,7,43978
1352.1,42621,1350,7,43978
1353.1,42621,1349,8,43978
1354.1,42621,1349,8,43978
1355.1,42621,1349,8,43978
1356.1,42621,1348,9,43978
1357.1,42620,1349,9,43978
1358.1,42619,1349,10,43978
1359.1,42619,1350,9,43978
1360.1,42619,1350,9,43978
1361.1,42622,1349,7,43978
1362.1,42621,1350,7,43978
1363.1,42620,1351,7,43978
1364.1,42619,1352,7,43978
1365.1,42619,1351,8,43978
1366.1,42619,1351,8,43978
1367.1,42619,1351,8,43978
1368.1,42619,1351,8,43978
1369.1,42618,1352,8,43978
1370.1,42618,1352,8,43978
1371.1,42618,1352,8,43978
1372.1,42619,1352,7,43978
1373.1,42619,1352,7,43978
1374.1,42619,1352,7,43978
1375.1,42619,1352,7,43978
1376.1,42619,1353,6,43978
1377.1,42617,1355,6,43978
1378.1,42618,1353,7,43978
1379.1,42616,1356,6,43978
1380.1,42616,1356,6,43978
1381.1,42616,1355,7,43978
1382.1,42615,1356,7,43978
1383.1,42614,1357,7,43978
1384.1,42614,1357,7,43978
1385.1,42613,1358,7,43978
1386.1,42612,1358,8,43978
1387.1,42612,1358,8,43978
1388.1,42613,1358,7,43978
1389.1,42614,1358,6,43978
1390.1,42613,1359,6,43978
1391.1,42613,1359,6,43978
1392.1,42614,1358,6,43978
1393.1,42614,1358,6,43978
1394.1,42613,1359,6,43978
1395.1,42614,1359,5,43978
1396.1,42614,1358,6,43978
1397.1,42614,1358,6,43978
1398.1,42613,1359,6,43978
1399.1,42613,1359,6,43978
1400.1,42613,1359,6,43978
1401.1,42613,1359,6,43978
1402.1,42612,1360,6,43978
1403.1,42612,1359,7,43978
1404.1,42613,1359,6,43978
1405.1,42613,1359,6,43978
1406.1,42612,1360,6,43978
1407.1,42611,1361,6,43978
1408.1,42611,1361,6,43978
1409.1,42611,1361,6,43978
1410.1,42611,1360,7,43978
1411.1,42612,1360,6,43978
1412.1,42612,1359,7,43978
1413.1,42612,1359,7,43978
1414.1,42612,1358,8,43978
1415.1,42612,1358,8,43978
1416.1,42612,1358,8,43978
1417.1,42612,1357,9,43978
1418.1,42613,1356,9,43978
1419.1,42614,1356,8,43978
1420.1,42614,1356,8,43978
1421.1,42613,1356,9,43978
1422.1,42614,1355,9,43978
1423.1,42614,1355,9,43978
1424.1,42615,1354,9,43978
1425.1,42615,1354,9,43978
1426.1,42615,1354,9,43978
1427.1,42612,1357,9,43978
1428.1,42611,1358,9,43978
1429.1,42610,1358,10,43978
1430.1,42610,1358,10,43978
1431.1,42609,1359,10,43978
1432.1,42607,1361,10,43978
1433.1,42607,1361,10,43978
1434.1,42607,1361,10,43978
1435.1,42606,1362,10,43978
1436.1,42606,1362,10,43978
1437.1,42606,1362,10,43978
1438.1,42606,1362,10,43978
1439.1,42606,1362,10,43978
1440.1,42606,1362,10,43978
